,url,sentiment,isExperiential,isPolitical,isInsult,topics
1.59507893737767E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Hdrkaplan3302/status/1595078937377665024&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1.59198776980265E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nkulunk/status/1591987769802645505&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['nan']
1.58443294316595E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BeyazZambak7881/status/1584432943165947904&entry.653903203=28452&usp=pp_url
",Negative,No,Yes,Yes,['Minorities&discrimination']
1.59444444411539E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Dzceli90593934/status/1594444444115386373&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,Yes,"['Crime&justice', 'Terrorism', 'Nationalsecurity']"
1.37770914870867E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/rumiibayani/status/1377709148708671490&entry.653903203=28452&usp=pp_url
",Neutral,Yes,No,No,['nan']
1.59689882960482E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/muhendis414/status/1596898829604818945&entry.653903203=28452&usp=pp_url
",Negative,Yes,No,No,"['Unemployment', 'Education']"
1.42733960008379E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YunusGn52/status/1427339600083791885&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['Sports']
1.5743397155364E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SegesSavas/status/1574339715536396288&entry.653903203=28452&usp=pp_url
",Neutral,No,Yes,No,['nan']
1.5953176234573E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/25YLDZhalil/status/1595317623457304578&entry.653903203=28452&usp=pp_url
",Neutral,No,No,No,['Economy']
1.35844618136234E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ImamovaSudabe/status/1358446181362335748&entry.653903203=27777&usp=pp_url
",Negative,No,No,No,['Crime&justice']
1.55925139838193E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Sirac021/status/1559251398381928449&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Inflation&poverty']
1.58807835191425E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/TUzlasma/status/1588078351914254338&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Crime&justice']
1.58674897902236E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/dtmrt77/status/1586748979022364672&entry.653903203=27777&usp=pp_url
",Neutral,Yes,No,No,['Inflation&poverty']
1.59000460559715E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/futureMyIslam/status/1590004605597147137&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['Religion']
1.54644145149984E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sebo5858/status/1546441451499839488&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Election']"
1.59639863505869E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/jghpkbghj/status/1596398635058692096&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1.55470856263458E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bahadirsabir/status/1554708562634575874&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Education', 'Election']"
1.59792048480014E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/1580gk/status/1597920484800139266&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Election', 'Crime&justice']"
1.39406797447498E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/iamurwinter/status/1394067974474981376&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1.59369204291536E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mhny71/status/1593692042915356673&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['Economy', 'Inflation&poverty']"
1.57196618976458E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ghostsolgiers/status/1571966189764579332&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,['News']
1.59198776980265E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nkulunk/status/1591987769802645505&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1.57955959393999E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/turkiyem_affet/status/1579559593939988480&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Crime&justice']
1.57172504851134E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HaberEsha/status/1571725048511340544&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1.58788724882509E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/diedora61/status/1587887248825090052&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['nan']
1.58495762520856E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mustafa76819402/status/1584957625208561664&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Inflation&poverty', 'Unemployment', 'Education']"
1.59535703692503E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Zeynepvcl/status/1595357036925026306&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1.57330749598401E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/KumralduKumral/status/1573307495984013313&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['nan']
1.35326647890944E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/TRTAzerbaycan/status/1353266478909444097&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1.58594987790887E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nimetozdemiriyi/status/1585949877908869122&entry.653903203=27777&usp=pp_url
",Positive,Yes,Yes,No,['Election']
1.37929410528548E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/WinPAPAH1/status/1379294105285484545&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Democracy']"
1.34888371981012E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/alyynah/status/1348883719810121728&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1.58415117979343E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mani_Depresif/status/1584151179793432576&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1.57702434226884E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HasAngarali/status/1577024342268837888&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,['nan']
1.58484163068284E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mescalituu/status/1584841630682841088&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,"['Inflation&poverty', 'Unemployment']"
1.59296428520624E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mehmetalibolat_/status/1592964285206237184&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1.58941231460363E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Hsnacrr16/status/1589412314603626496&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Democracy']
1.59512381645564E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/10Zekeriya/status/1595123816455639040&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Inflation&poverty', 'Unemployment']"
1.56602269670989E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SunbulHafiz/status/1566022696709885952&entry.653903203=27777&usp=pp_url
",Positive,Yes,No,No,['nan']
1.59639424587465E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/efendi_inan/status/1596394245874647040&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,['News']
1.59244058792363E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AzizErguven/status/1592440587923632128&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['News']
1.57547697331658E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/avcisirvan/status/1575476973316579329&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1.58336151226539E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/olaansupeli/status/1583361512265388034&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1.5951144211224E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/CanselZiraatM/status/1595114421122396162&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,"['Inflation&poverty', 'Unemployment', 'Election']"
1.56531259613535E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Nursela60044416/status/1565312596135354373&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['nan']
1.58736470136475E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ayselkarakol/status/1587364701364752384&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,"['News', 'Election', 'Crime&justice']"
1.5860211839587E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/spytron/status/1586021183958704128&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['Election']
1.54873539825123E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seluk35489227/status/1548735398251225098&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Crime&justice', 'Immigration&refugees', 'Nationalsecurity']"
1.58921587745899E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/muhendis_burcu/status/1589215877458989063&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Inflation&poverty', 'Unemployment', 'Election']"
1.59720764914126E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/gazetesozcu/status/1597207649141264385&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['News']
1.55996376837274E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/awfhdsr6/status/1559963768372740098&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Inflation&poverty', 'Unemployment']"
1.56571528251297E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Tanercankesme/status/1565715282512969731&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1.58996181788304E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/6xFG1osU6fVEET8/status/1589961817883041792&entry.653903203=27777&usp=pp_url
",Neutral,No,Yes,No,['News']
1.35692648060598E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Mucahityilmz61/status/1356926480605982728&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1.58347796637354E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tr3424910214991/status/1583477966373543936&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['News', 'Democracy', 'Election', 'Crime&justice', 'Nationalsecurity']"
1.36533278769644E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/XxXRehaXxX/status/1365332787696443395&entry.653903203=27777&usp=pp_url
",Neutral,Yes,No,No,['nan']
1.59655976363009E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/srod_01/status/1596559763630088192&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Unemployment']"
1.37900272405073E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/fortex_31/status/1379002724050726918&entry.653903203=27777&usp=pp_url
",Negative,No,No,Yes,['nan']
1.58867067055231E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mae16158/status/1588670670552313858&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,No,"['Crime&justice', 'Nationalsecurity']"
1.35804040091789E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mine__akdogan__/status/1358040400917889025&entry.653903203=27777&usp=pp_url
",Positive,No,No,No,['nan']
1.59497486507273E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/OuzhanDlek7/status/1594974865072726017&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['nan']
1.40323689875214E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ertek6767/status/1403236898752143361&entry.653903203=27777&usp=pp_url
",Neutral,Yes,No,No,['nan']
1.55116384036841E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/SED58417690/status/1551163840368414722&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1.59259614449621E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YusufYeni5/status/1592596144496214018&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['Economy', 'Foreignpolicy']"
1.58999303297554E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hasannegr/status/1589993032975544320&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,"['News', 'Democracy', 'Election']"
1.56285313125112E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/akanturker/status/1562853131251118081&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Election']
1.58345048438777E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Busenrylfz/status/1583450484387766273&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['News']
1.57955809683351E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hiranur55508054/status/1579558096833511424&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,"['Inflation&poverty', 'Unemployment']"
1.59365706852266E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Ceyhun213412/status/1593657068522655744&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Crime&justice']
1.5911347953794E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/nurayytugbaa/status/1591134795379396608&entry.653903203=27777&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1.59587125898562E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/s_061974/status/1595871258985615361&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['Religion', 'Economy', 'Inflation&poverty', 'Unemployment']"
1.38420268838083E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/l0vtue/status/1384202688380825611&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1.57042811960914E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HamitElKelle/status/1570428119609139201&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Nationalsecurity', 'Foreignpolicy']"
1.59802833028844E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Arifekks/status/1598028330288443392&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,['Unemployment']
1.57912628606442E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/turkan410/status/1579126286064418816&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,No,['Unemployment']
1.34908177736992E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hhazaann/status/1349081777369919489&entry.653903203=27777&usp=pp_url
",Negative,No,No,No,['nan']
1.57665323232332E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/beththemac/status/1576653232323317760&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['Unemployment']
1.58923409361067E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_gencturk19/status/1589234093610668033&entry.653903203=27777&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Nationalsecurity']"
1.58783856930505E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HerkesBunu/status/1587838569305047049&entry.653903203=27777&usp=pp_url
",Negative,No,Yes,Yes,"['Democracy', 'Election']"
1.34721384911249E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/_o1cn/status/1347213849112489987&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['nan']
1.58599428543819E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/bybenn34/status/1585994285438193669&entry.653903203=27777&usp=pp_url
",Positive,No,Yes,No,['Election']
1.58565175920421E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Seyhannky/status/1585651759204208642&entry.653903203=27777&usp=pp_url
",Negative,Yes,No,No,"['Inflation&poverty', 'Unemployment', 'Health']"
1.38823518365301E+018,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/tbzoc/status/1388235183653011462&entry.653903203=27777&usp=pp_url
",Neutral,No,No,No,['Sports']
